mode;prompt_type;id;prompt;p1_sex;p2_sex;p1_prompt;p2_prompt
hard;action+expression;40;A photo of <|man_1|> putting his arm around <|woman_1|>'s shoulder, both smiling warmly, Ultra HD quality.;man;woman;A photo of <|man_1|> putting his arm around a woman's shoulder, smiling warmly.;A photo of <|woman_1|> having her shoulder arm put around by a man, smiling warmly.
hard;action+expression;41;A photo of <|man_1|> putting his arm around <|woman_1|>'s shoulder, the man looking supportive while the woman looks comforted, Ultra HD quality.;man;woman;A photo of <|man_1|> putting his arm around a woman's shoulder, looking supportive.;A photo of <|woman_1|> having her shoulder arm put around by a man, looks comforted.
hard;action+expression;42;A photo of <|woman_1|> putting her arm around <|man_1|>'s shoulder, both looking amused, Ultra HD quality.;woman;man;A photo of <|woman_1|> putting her arm around a man's shoulder, looking amused.;A photo of <|man_1|> having his shoulder arm put around by a woman, looking amused.
hard;action+expression;43;A photo of <|woman_1|> putting her arm around <|man_1|>'s shoulder, both appearing relaxed, Ultra HD quality.;woman;man;A photo of <|woman_1|> putting her arm around a man's shoulder, appearing relaxed.;A photo of <|man_1|> having his shoulder arm put around by a woman, appearing relaxed.
hard;action+expression;44;A photo of <|woman_1|> knocking into <|man_1|>, the woman looking surprised while the man looks panicked, Ultra HD quality.;woman;man;A photo of <|woman_1|> knocking into a man, looking surprised.;A photo of <|man_1|> being knocked into by a woman, looks panicked.
hard;action+expression;45;A photo of <|woman_1|> knocking into <|man_1|>, both looking embarrassed, Ultra HD quality.;woman;man;A photo of <|woman_1|> knocking into a man, looking embarrassed.;A photo of <|man_1|> being knocked into by a woman, looking embarrassed.
hard;action+expression;46;A photo of <|man_1|> knocking into <|woman_1|>, the man looking apologetic while the woman looks annoyed, Ultra HD quality.;man;woman;A photo of <|man_1|> knocking into a woman, looking apologetic.;A photo of <|woman_1|> being knocked into by a man, looks annoyed.
hard;action+expression;47;A photo of <|man_1|> knocking into <|woman_1|>, both laughing, Ultra HD quality.;man;woman;A photo of <|man_1|> knocking into a woman, laughing.;A photo of <|woman_1|> being knocked into by a man, laughing.
hard;action+expression;48;A photo of <|man_1|> grabbing a book from <|woman_1|>, the man looking determined while the woman looks surprised, Ultra HD quality.;man;woman;A photo of <|man_1|> grabbing a book from a woman, looking determined.;A photo of <|woman_1|> having a book grabbed from them by a man, looks surprised.
hard;action+expression;49;A photo of <|man_1|> grabbing a book from <|woman_1|>, both looking focused, Ultra HD quality.;man;woman;A photo of <|man_1|> grabbing a book from a woman, looking focused.;A photo of <|woman_1|> having a book grabbed from them by a man, looking focused.
hard;action+expression;50;A photo of <|woman_1|> grabbing a book from <|man_1|>, the woman looking confident while the man looks hesitant, Ultra HD quality.;woman;man;A photo of <|woman_1|> grabbing a book from a man, looking confident.;A photo of <|man_1|> having a book grabbed from them by a woman, looks hesitant.
hard;action+expression;51;A photo of <|woman_1|> grabbing a book from <|man_1|>, both looking serious, Ultra HD quality.;woman;man;A photo of <|woman_1|> grabbing a book from a man, looking serious.;A photo of <|man_1|> having a book grabbed from them by a woman, looking serious.
hard;action+expression;52;A photo of <|woman_1|> stepping on <|man_1|>'s foot, the woman looking apologetic while the man winces in pain, Ultra HD quality.;woman;man;A photo of <|woman_1|> stepping on a man's foot, looking apologetic.;A photo of <|man_1|> having his foot stepped on by a woman, winces in pain.
hard;action+expression;53;A photo of <|woman_1|> stepping on <|man_1|>'s foot, the woman looking unaware while the man looks annoyed, Ultra HD quality.;woman;man;A photo of <|woman_1|> stepping on a man's foot, looking unaware.;A photo of <|man_1|> having his foot stepped on by a woman, looks annoyed.
hard;action+expression;54;A photo of <|man_1|> stepping on <|woman_1|>'s foot,  both looking surprised, Ultra HD quality.;man;woman;A photo of <|man_1|> stepping on a woman's foot, looking surprised.;A photo of <|woman_1|> having her foot stepped on by a man, looking surprised.
hard;action+expression;55;A photo of <|man_1|> stepping on <|woman_1|>'s foot, the man looking embarrassed while the woman looks frustrated, Ultra HD quality.;man;woman;A photo of <|man_1|> stepping on a woman's foot, looking embarrassed.;A photo of <|woman_1|> having her foot stepped on by a man, looks frustrated.
hard;action+expression;56;A photo of <|man_1|> and <|woman_1|> giving each other a high-five, both laughing, Ultra HD quality.;man;woman;A photo of <|man_1|> giving a woman a high-five , laughing.;A photo of <|woman_1|> giving a man a high-five , laughing.
hard;action+expression;57;A photo of <|man_1|> and <|woman_1|> giving each other a high-five, both excited, Ultra HD quality.;man;woman;A photo of <|man_1|> giving a woman a high-five , excited.;A photo of <|woman_1|> giving a man a high-five , excited.
hard;action+expression;58;A photo of <|woman_1|> and <|man_1|> giving each other a high-five, both grinning, Ultra HD quality.;woman;man;A photo of <|woman_1|> giving a man a high-five , grinning.;A photo of <|man_1|> giving a woman a high-five , grinning.
hard;action+expression;59;A photo of <|woman_1|> and <|man_1|> giving each other a high-five, both appearing thrilled, Ultra HD quality.;woman;man;A photo of <|woman_1|> giving a man a high-five , appearing thrilled.;A photo of <|man_1|> giving a woman a high-five , appearing thrilled.
hard;action+expression;60;A photo of <|woman_1|> and <|man_1|> clinking glasses, both smiling, Ultra HD quality.;woman;man;A photo of <|woman_1|> clinking glasses with a man, smiling.;A photo of <|man_1|> clinking glasses with a woman, smiling.
hard;action+expression;61;A photo of <|woman_1|> and <|man_1|> clinking glasses, both appearing happy, Ultra HD quality.;woman;man;A photo of <|woman_1|> clinking glasses with a man, appearing happy.;A photo of <|man_1|> clinking glasses with a woman, appearing happy.
hard;action+expression;62;A photo of <|man_1|> and <|woman_1|> clinking glasses, both looking cheerful, Ultra HD quality.;man;woman;A photo of <|man_1|> clinking glasses with a woman, looking cheerful.;A photo of <|woman_1|> clinking glasses with a man, looking cheerful.
hard;action+expression;63;A photo of <|man_1|> and <|woman_1|> clinking glasses, both appearing joyful, Ultra HD quality.;man;woman;A photo of <|man_1|> clinking glasses with a woman, appearing joyful.;A photo of <|woman_1|> clinking glasses with a man, appearing joyful.
hard;action+expression;64;A photo of <|man_1|> and <|woman_1|> carrying a box together, both looking focused, Ultra HD quality.;man;woman;A photo of <|man_1|> carrying a box together with a woman, looking focused.;A photo of <|woman_1|> carrying a box together with a man, looking focused.
hard;action+expression;65;A photo of <|man_1|> and <|woman_1|> carrying a box together, both looking determined, Ultra HD quality.;man;woman;A photo of <|man_1|> carrying a box together with a woman, looking determined.;A photo of <|woman_1|> carrying a box together with a man, looking determined.
hard;action+expression;66;A photo of <|woman_1|> and <|man_1|> carrying a box together, both looking slightly strained, Ultra HD quality.;woman;man;A photo of <|woman_1|> carrying a box together with a man, looking slightly strained.;A photo of <|man_1|> carrying a box together with a woman, looking slightly strained.
hard;action+expression;67;A photo of <|woman_1|> and <|man_1|> carrying a box together, both looking tired, Ultra HD quality.;woman;man;A photo of <|woman_1|> carrying a box together with a man, looking tired.;A photo of <|man_1|> carrying a box together with a woman, looking tired.
hard;action+expression;68;A photo of <|woman_1|> taking a picture of <|man_1|> with a camera., the woman looking focused while the man smiles, Ultra HD quality.;woman;man;A photo of <|woman_1|> carrying a box together with a man, looking focused.;A photo of <|man_1|> being taken a picture of by a woman with a camera, smiling.
hard;action+expression;69;A photo of <|woman_1|> taking a picture of <|man_1|> with a camera., the woman looking professional while the man poses, Ultra HD quality.;woman;man;A photo of <|woman_1|> taking a picture of a man with a camera., looking professional.;A photo of <|man_1|> being taken a picture of by a woman with a camera, poses.
hard;action+expression;70;A photo of <|man_1|> taking a picture of <|woman_1|> with a camera., both looking engaged, Ultra HD quality.;man;woman;A photo of <|man_1|> taking a picture of a woman with a camera., looking engaged.;A photo of <|woman_1|> being taken a picture of by a man with a camera, looking engaged.
hard;action+expression;71;A photo of <|man_1|> taking a picture of <|woman_1|> with a camera., the man looking concentrated while the woman looks relaxed, Ultra HD quality.;man;woman;A photo of <|man_1|> taking a picture of a woman with a camera., looking concentrated.;A photo of <|woman_1|> being taken a picture of by a man with a camera, looks relaxed.
hard;action+expression;72;A photo of <|man_1|> following <|woman_1|> down a street, the man looking curious while the woman looks unaware, Ultra HD quality.;man;woman;A photo of <|man_1|> following a woman down a street, looking curious.;A photo of <|woman_1|> being followed down a street by a man, looks unaware.
hard;action+expression;73;A photo of <|man_1|> following <|woman_1|> down a street, the man looking hesitant while the woman walks confidently, Ultra HD quality.;man;woman;A photo of <|man_1|> following a woman down a street, looking hesitant.;A photo of <|woman_1|> being followed down a street by a man, walks confidently.
hard;action+expression;74;A photo of <|woman_1|> following <|man_1|> down a street, the woman looking nervous while the man looks focused ahead, Ultra HD quality.;woman;man;A photo of <|woman_1|> following a man down a street, looking nervous.;A photo of <|man_1|> being followed down a street by a woman, looks focused ahead.
hard;action+expression;75;A photo of <|woman_1|> following <|man_1|> down a street, the woman looking suspicious while the man looks relaxed, Ultra HD quality.;woman;man;A photo of <|woman_1|> following a man down a street, looking suspicious.;A photo of <|man_1|> being followed down a street by a woman, looks relaxed.
hard;action+expression;76;A photo of <|woman_1|> whispering into <|man_1|>’s ear, the woman looking playful while the man looks surprised, Ultra HD quality.;woman;man;A photo of <|woman_1|> whispering into a man’s ear, looking playful .;A photo of <|man_1|> having a whisper in his ear by a woman, looks surprised.
hard;action+expression;77;A photo of <|woman_1|> whispering into <|man_1|>’s ear, the woman looking secretive while the man listens with a curious expression, Ultra HD quality.;woman;man;A photo of <|woman_1|> whispering into a man’s ear, looking secretive.;A photo of <|man_1|> having a whisper in his ear by a woman, listening with a curious expression.
hard;action+expression;78;A photo of <|man_1|> whispering into <|woman_1|>’s ear, the man looking serious while the woman looks shocked, Ultra HD quality.;man;woman;A photo of <|man_1|> whispering into a woman’s ear, looking serious.;A photo of <|woman_1|> having a whisper in her ear by a man, looks shocked.
hard;action+expression;79;A photo of <|man_1|> whispering into <|woman_1|>’s ear, the man looking excited while the woman smiles mischievously, Ultra HD quality.;man;woman;A photo of <|man_1|> whispering into a woman’s ear, looking excited.;A photo of <|woman_1|> having a whisper in her ear by a man, smiles mischievously.
hard;action+expression;80;A photo of <|man_1|> and <|woman_1|> exchanging a book, both looking curious, Ultra HD quality.;man;woman;A photo of <|man_1|> exchanging a book with a woman, looking curious.;A photo of <|woman_1|> exchanging a book with a man, looking curious.
hard;action+expression;81;A photo of <|man_1|> and <|woman_1|> exchanging a book, both looking engaged, Ultra HD quality.;man;woman;A photo of <|man_1|> exchanging a book with a woman, looking engaged.;A photo of <|woman_1|> exchanging a book with a man, looking engaged.
hard;action+expression;82;A photo of <|woman_1|> and <|man_1|> exchanging a book, both looking neutral, Ultra HD quality.;woman;man;A photo of <|woman_1|> exchanging a book with a man, looking neutral.;A photo of <|man_1|> exchanging a book with a woman, looking neutral.
hard;action+expression;83;A photo of <|woman_1|> and <|man_1|> exchanging a book, both smiling slightly, Ultra HD quality.;woman;man;A photo of <|woman_1|> exchanging a book with a man, smiling slightly.;A photo of <|man_1|> exchanging a book with a woman, smiling slightly.
hard;action+expression;84;A photo of <|woman_1|> supporting <|man_1|> as they walk, the woman looking concerned while the man looks weak, Ultra HD quality.;woman;man;A photo of <|woman_1|> supporting a man as they walk, looking concerned.;A photo of <|man_1|> being supported by a woman as they walk, looks weak.
hard;action+expression;85;A photo of <|woman_1|> supporting <|man_1|> as they walk, both looking serious, Ultra HD quality.;woman;man;A photo of <|woman_1|> supporting a man as they walk, looking serious.;A photo of <|man_1|> being supported by a woman as they walk, looking serious.
hard;action+expression;86;A photo of <|man_1|> supporting <|woman_1|> as they walk, the man looking caring while the woman looks grateful , Ultra HD quality.;man;woman;A photo of <|man_1|> supporting a woman as they walk, looking caring.;A photo of <|woman_1|> being supported by a man as they walk, looks grateful .
hard;action+expression;87;A photo of <|man_1|> supporting <|woman_1|> as they walk, both looking determined, Ultra HD quality.;man;woman;A photo of <|man_1|> supporting a woman as they walk, looking determined.;A photo of <|woman_1|> being supported by a man as they walk, looking determined.
hard;action+expression;88;A photo of <|man_1|> and <|woman_1|> playing rock-paper-scissors, both laughing, Ultra HD quality.;man;woman;A photo of <|man_1|> playing rock-paper-scissors with a woman, laughing.;A photo of <|woman_1|> playing rock-paper-scissors with a man, laughing.
hard;action+expression;89;A photo of <|man_1|> and <|woman_1|> playing rock-paper-scissors, looking competitive, Ultra HD quality.;man;woman;A photo of <|man_1|> playing rock-paper-scissors with a woman, competitive.;A photo of <|woman_1|> playing rock-paper-scissors with a man, competitive.
hard;action+expression;90;A photo of <|woman_1|> and <|man_1|> playing rock-paper-scissors, looking amused, Ultra HD quality.;woman;man;A photo of <|woman_1|> playing rock-paper-scissors with a man, amused.;A photo of <|man_1|> playing rock-paper-scissors with a woman, amused.
hard;action+expression;91;A photo of <|woman_1|> and <|man_1|> playing rock-paper-scissors, both smiling, Ultra HD quality.;woman;man;A photo of <|woman_1|> playing rock-paper-scissors with a man, smiling.;A photo of <|man_1|> playing rock-paper-scissors with a woman, smiling.
hard;action+background;0;A photo of <|man_1|> punching <|woman_1|>, in a cozy living room, Ultra HD quality.;man;woman;A photo of <|man_1|> punching a woman.;A photo of <|woman_1|> being punched by a man.
hard;action+background;1;A photo of <|man_1|> punching <|woman_1|>, in a modern living room, Ultra HD quality.;man;woman;A photo of <|man_1|> punching a woman.;A photo of <|woman_1|> being punched by a man.
hard;action+background;2;A photo of <|woman_1|> punching <|man_1|>, in a stone-paved alley, Ultra HD quality.;woman;man;A photo of <|woman_1|> punching a man.;A photo of <|man_1|> being punched by a woman.
hard;action+background;3;A photo of <|woman_1|> punching <|man_1|>, in an open square, Ultra HD quality.;woman;man;A photo of <|woman_1|> punching a man.;A photo of <|man_1|> being punched by a woman.
hard;action+background;4;A photo of <|woman_1|> kicking <|man_1|>, in an open green park, Ultra HD quality.;woman;man;A photo of <|woman_1|> kicking a man.;A photo of <|man_1|> being kicked by a woman.
hard;action+background;5;A photo of <|woman_1|> kicking <|man_1|>, in a dense forest, Ultra HD quality.;woman;man;A photo of <|woman_1|> kicking a man.;A photo of <|man_1|> being kicked by a woman.
hard;action+background;6;A photo of <|man_1|> kicking <|woman_1|>, on a serene beach, Ultra HD quality.;man;woman;A photo of <|man_1|> kicking a woman.;A photo of <|woman_1|> being kicked by a man.
hard;action+background;7;A photo of <|man_1|> kicking <|woman_1|>, in a remote valley, Ultra HD quality.;man;woman;A photo of <|man_1|> kicking a woman.;A photo of <|woman_1|> being kicked by a man.
hard;action+background;8;A photo of <|man_1|> pushing <|woman_1|>, on a tropical beach, Ultra HD quality.;man;woman;A photo of <|man_1|> pushing a woman.;A photo of <|woman_1|> being pushed by a man.
hard;action+background;9;A photo of <|man_1|> pushing <|woman_1|>, in a European town square, Ultra HD quality.;man;woman;A photo of <|man_1|> pushing a woman.;A photo of <|woman_1|> being pushed by a man.
hard;action+background;10;A photo of <|woman_1|> pushing <|man_1|>, on a quiet city street, Ultra HD quality.;woman;man;A photo of <|woman_1|> pushing a man.;A photo of <|man_1|> being pushed by a woman.
hard;action+background;11;A photo of <|woman_1|> pushing <|man_1|>, on a steep city street, Ultra HD quality.;woman;man;A photo of <|woman_1|> pushing a man.;A photo of <|man_1|> being pushed by a woman.
hard;action+background;12;A photo of <|woman_1|> patting <|man_1|> on the back, in a modern conference room, Ultra HD quality.;woman;man;A photo of <|woman_1|> patting a man on the back.;A photo of <|man_1|> being patted on the back by a woman.
hard;action+background;13;A photo of <|woman_1|> patting <|man_1|> on the back, in a modern office, Ultra HD quality.;woman;man;A photo of <|woman_1|> patting a man on the back.;A photo of <|man_1|> being patted on the back by a woman.
hard;action+background;14;A photo of <|man_1|> patting <|woman_1|> on the back, in a rustic café with wooden walls, Ultra HD quality.;man;woman;A photo of <|man_1|> patting a woman on the back.;A photo of <|woman_1|> being patted on the back by a man.
hard;action+background;15;A photo of <|man_1|> patting <|woman_1|> on the back, in a serene rose garden, Ultra HD quality.;man;woman;A photo of <|man_1|> patting a woman on the back.;A photo of <|woman_1|> being patted on the back by a man.
hard;action+background;16;A photo of <|man_1|> pointing finger at <|woman_1|>, in a sunlit pasture, Ultra HD quality.;man;woman;A photo of <|man_1|> pointing finger at a woman.;A photo of <|woman_1|> being pointed at by a man.
hard;action+background;17;A photo of <|man_1|> pointing finger at <|woman_1|>, on a colorful basketball court, Ultra HD quality.;man;woman;A photo of <|man_1|> pointing finger at a woman.;A photo of <|woman_1|> being pointed at by a man.
hard;action+background;18;A photo of <|woman_1|> pointing finger at <|man_1|>, in a reading room, Ultra HD quality.;woman;man;A photo of <|woman_1|> pointing finger at a man.;A photo of <|man_1|> being pointed at by a woman.
hard;action+background;19;A photo of <|woman_1|> pointing finger at <|man_1|>, in a cozy living room, Ultra HD quality.;woman;man;A photo of <|woman_1|> pointing finger at a man.;A photo of <|man_1|> being pointed at by a woman.
hard;action+background;20;A photo of <|woman_1|> hugging <|man_1|>, in a modern living room, Ultra HD quality.;woman;man;A photo of <|woman_1|> hugging a man.;A photo of <|man_1|> being hugged by a woman.
hard;action+background;21;A photo of <|woman_1|> hugging <|man_1|>, in a stone-paved alley, Ultra HD quality.;woman;man;A photo of <|woman_1|> hugging a man.;A photo of <|man_1|> being hugged by a woman.
hard;action+background;22;A photo of <|man_1|> hugging <|woman_1|>, in an open square, Ultra HD quality.;man;woman;A photo of <|man_1|> hugging a woman.;A photo of <|woman_1|> being hugged by a man.
hard;action+background;23;A photo of <|man_1|> hugging <|woman_1|>, in an open green park, Ultra HD quality.;man;woman;A photo of <|man_1|> hugging a woman.;A photo of <|woman_1|> being hugged by a man.
hard;action+background;24;A photo of <|man_1|> giving a book to <|woman_1|>, in a dense forest, Ultra HD quality.;man;woman;A photo of <|man_1|> giving a book to a woman.;A photo of <|woman_1|> being given a book by a man.
hard;action+background;25;A photo of <|man_1|> giving a book to <|woman_1|>, on a serene beach, Ultra HD quality.;man;woman;A photo of <|man_1|> giving a book to a woman.;A photo of <|woman_1|> being given a book by a man.
hard;action+background;26;A photo of <|woman_1|> giving a book to <|man_1|>, in a remote valley, Ultra HD quality.;woman;man;A photo of <|woman_1|> giving a book to a man.;A photo of <|man_1|> being given a book by a woman.
hard;action+background;27;A photo of <|woman_1|> giving a book to <|man_1|>, on a tropical beach, Ultra HD quality.;woman;man;A photo of <|woman_1|> giving a book to a man.;A photo of <|man_1|> being given a book by a woman.
hard;action+background;28;A photo of <|woman_1|> touching <|man_1|>’s pocket, in a modern conference room, Ultra HD quality.;woman;man;A photo of <|woman_1|> touching a man’s pocket.;A photo of <|man_1|> having his pocket touched by a woman.
hard;action+background;29;A photo of <|woman_1|> touching <|man_1|>’s pocket, in a European town square, Ultra HD quality.;woman;man;A photo of <|woman_1|> touching a man’s pocket.;A photo of <|man_1|> having his pocket touched by a woman.
hard;action+background;30;A photo of <|man_1|> touching <|woman_1|>’s pocket, in a modern office, Ultra HD quality.;man;woman;A photo of <|man_1|> touching a woman’s pocket.;A photo of <|woman_1|> having her pocket touched by a man.
hard;action+background;31;A photo of <|man_1|> touching <|woman_1|>’s pocket, in a rustic café with wooden walls, Ultra HD quality.;man;woman;A photo of <|man_1|> touching a woman’s pocket.;A photo of <|woman_1|> having her pocket touched by a man.
hard;action+background;32;A photo of <|man_1|> and <|woman_1|> shaking hands, on a quiet city street, Ultra HD quality.;man;woman;A photo of <|man_1|> shaking hands with a woman.;A photo of <|woman_1|> shaking hands with a man.
hard;action+background;33;A photo of <|man_1|> and <|woman_1|> shaking hands, on a steep city street, Ultra HD quality.;man;woman;A photo of <|man_1|> shaking hands with a woman.;A photo of <|woman_1|> shaking hands with a man.
hard;action+background;34;A photo of <|woman_1|> and <|man_1|> shaking hands, in a serene rose garden, Ultra HD quality.;woman;man;A photo of <|woman_1|> shaking hands with a man.;A photo of <|man_1|> shaking hands with a woman.
hard;action+background;35;A photo of <|woman_1|> and <|man_1|> shaking hands, in a sunlit pasture, Ultra HD quality.;woman;man;A photo of <|woman_1|> shaking hands with a man.;A photo of <|man_1|> shaking hands with a woman.
hard;action+background;36;A photo of <|woman_1|> hitting <|man_1|> with a book, on a colorful basketball court, Ultra HD quality.;woman;man;A photo of <|woman_1|> hitting a man with a book.;A photo of <|man_1|> being hit with a book by a woman.
hard;action+background;37;A photo of <|woman_1|> hitting <|man_1|> with a book, in a reading room, Ultra HD quality.;woman;man;A photo of <|woman_1|> hitting a man with a book.;A photo of <|man_1|> being hit with a book by a woman.
hard;action+background;38;A photo of <|man_1|> hitting <|woman_1|> with a book, in a cozy living room, Ultra HD quality.;man;woman;A photo of <|man_1|> hitting a woman with a book.;A photo of <|woman_1|> being hit with a book by a man.
hard;action+background;39;A photo of <|man_1|> hitting <|woman_1|> with a book, in a modern living room, Ultra HD quality.;man;woman;A photo of <|man_1|> hitting a woman with a book.;A photo of <|woman_1|> being hit with a book by a man.
hard;action+background;40;A photo of <|man_1|> putting his arm around <|woman_1|>'s shoulder, in a stone-paved alley, Ultra HD quality.;man;woman;A photo of <|man_1|> putting his arm around a woman's shoulder.;A photo of <|woman_1|> having her shoulder arm put around by a man.
hard;action+background;41;A photo of <|man_1|> putting his arm around <|woman_1|>'s shoulder, in an open square, Ultra HD quality.;man;woman;A photo of <|man_1|> putting his arm around a woman's shoulder.;A photo of <|woman_1|> having her shoulder arm put around by a man.
hard;action+background;42;A photo of <|woman_1|> putting her arm around <|man_1|>'s shoulder, in an open green park, Ultra HD quality.;woman;man;A photo of <|woman_1|> putting her arm around a man's shoulder.;A photo of <|man_1|> having his shoulder arm put around by a woman.
hard;action+background;43;A photo of <|woman_1|> putting her arm around <|man_1|>'s shoulder, in a dense forest, Ultra HD quality.;woman;man;A photo of <|woman_1|> putting her arm around a man's shoulder.;A photo of <|man_1|> having his shoulder arm put around by a woman.
hard;action+background;44;A photo of <|woman_1|> knocking into <|man_1|>, on a serene beach, Ultra HD quality.;woman;man;A photo of <|woman_1|> knocking into a man.;A photo of <|man_1|> being knocked into by a woman.
hard;action+background;45;A photo of <|woman_1|> knocking into <|man_1|>, in a remote valley, Ultra HD quality.;woman;man;A photo of <|woman_1|> knocking into a man.;A photo of <|man_1|> being knocked into by a woman.
hard;action+background;46;A photo of <|man_1|> knocking into <|woman_1|>, on a boat, Ultra HD quality.;man;woman;A photo of <|man_1|> knocking into a woman.;A photo of <|woman_1|> being knocked into by a man.
hard;action+background;47;A photo of <|man_1|> knocking into <|woman_1|>, on a tropical beach, Ultra HD quality.;man;woman;A photo of <|man_1|> knocking into a woman.;A photo of <|woman_1|> being knocked into by a man.
hard;action+background;48;A photo of <|man_1|> grabbing a book from <|woman_1|>, in a modern conference room, Ultra HD quality.;man;woman;A photo of <|man_1|> grabbing a book from a woman.;A photo of <|woman_1|> having a book grabbed from them by a man.
hard;action+background;49;A photo of <|man_1|> grabbing a book from <|woman_1|>, in a European town square, Ultra HD quality.;man;woman;A photo of <|man_1|> grabbing a book from a woman.;A photo of <|woman_1|> having a book grabbed from them by a man.
hard;action+background;50;A photo of <|woman_1|> grabbing a book from <|man_1|>, in a modern office, Ultra HD quality.;woman;man;A photo of <|woman_1|> grabbing a book from a man.;A photo of <|man_1|> having a book grabbed from them by a woman.
hard;action+background;51;A photo of <|woman_1|> grabbing a book from <|man_1|>, in a rustic café with wooden walls, Ultra HD quality.;woman;man;A photo of <|woman_1|> grabbing a book from a man.;A photo of <|man_1|> having a book grabbed from them by a woman.
hard;action+background;52;A photo of <|woman_1|> stepping on <|man_1|>'s foot, in a cozy living room, Ultra HD quality.;woman;man;A photo of <|woman_1|> stepping on a man's foot.;A photo of <|man_1|> having his foot stepped on by a woman.
hard;action+background;53;A photo of <|woman_1|> stepping on <|man_1|>'s foot, in a modern living room, Ultra HD quality.;woman;man;A photo of <|woman_1|> stepping on a man's foot.;A photo of <|man_1|> having his foot stepped on by a woman.
hard;action+background;54;A photo of <|man_1|> stepping on <|woman_1|>'s foot, in a stone-paved alley, Ultra HD quality.;man;woman;A photo of <|man_1|> stepping on a woman's foot.;A photo of <|woman_1|> having her foot stepped on by a man.
hard;action+background;55;A photo of <|man_1|> stepping on <|woman_1|>'s foot, in an open square, Ultra HD quality.;man;woman;A photo of <|man_1|> stepping on a woman's foot.;A photo of <|woman_1|> having her foot stepped on by a man.
hard;action+background;56;A photo of <|man_1|> and <|woman_1|> giving each other a high-five, in an open green park, Ultra HD quality.;man;woman;A photo of <|man_1|> giving a woman a high-five .;A photo of <|woman_1|> giving a man a high-five .
hard;action+background;57;A photo of <|man_1|> and <|woman_1|> giving each other a high-five, in a dense forest, Ultra HD quality.;man;woman;A photo of <|man_1|> giving a woman a high-five .;A photo of <|woman_1|> giving a man a high-five .
hard;action+background;58;A photo of <|woman_1|> and <|man_1|> giving each other a high-five, on a serene beach, Ultra HD quality.;woman;man;A photo of <|woman_1|> giving a man a high-five .;A photo of <|man_1|> giving a woman a high-five .
hard;action+background;59;A photo of <|woman_1|> and <|man_1|> giving each other a high-five, in a remote valley, Ultra HD quality.;woman;man;A photo of <|woman_1|> giving a man a high-five .;A photo of <|man_1|> giving a woman a high-five .
hard;action+background;60;A photo of <|woman_1|> and <|man_1|> clinking glasses, on a tropical beach, Ultra HD quality.;woman;man;A photo of <|woman_1|> clinking glasses with a man.;A photo of <|man_1|> clinking glasses with a woman.
hard;action+background;61;A photo of <|woman_1|> and <|man_1|> clinking glasses, in a European town square, Ultra HD quality.;woman;man;A photo of <|woman_1|> clinking glasses with a man.;A photo of <|man_1|> clinking glasses with a woman.
hard;action+background;62;A photo of <|man_1|> and <|woman_1|> clinking glasses, on a quiet city street, Ultra HD quality.;man;woman;A photo of <|man_1|> clinking glasses with a woman.;A photo of <|woman_1|> clinking glasses with a man.
hard;action+background;63;A photo of <|man_1|> and <|woman_1|> clinking glasses, on a steep city street, Ultra HD quality.;man;woman;A photo of <|man_1|> clinking glasses with a woman.;A photo of <|woman_1|> clinking glasses with a man.
hard;action+background;64;A photo of <|man_1|> and <|woman_1|> carrying a box together, in a modern conference room, Ultra HD quality.;man;woman;A photo of <|man_1|> carrying a box together with a woman.;A photo of <|woman_1|> carrying a box together with a man.
hard;action+background;65;A photo of <|man_1|> and <|woman_1|> carrying a box together, in a modern office, Ultra HD quality.;man;woman;A photo of <|man_1|> carrying a box together with a woman.;A photo of <|woman_1|> carrying a box together with a man.
hard;action+background;66;A photo of <|woman_1|> and <|man_1|> carrying a box together, in a rustic café with wooden walls, Ultra HD quality.;woman;man;A photo of <|woman_1|> carrying a box together with a man.;A photo of <|man_1|> carrying a box together with a woman.
hard;action+background;67;A photo of <|woman_1|> and <|man_1|> carrying a box together, in a serene rose garden, Ultra HD quality.;woman;man;A photo of <|woman_1|> carrying a box together with a man.;A photo of <|man_1|> carrying a box together with a woman.
hard;action+background;68;A photo of <|woman_1|> taking a picture of <|man_1|> with a camera., in a sunlit pasture, Ultra HD quality.;woman;man;A photo of <|woman_1|> carrying a box together with a man.;A photo of <|man_1|> being taken a picture of by a woman with a camera.
hard;action+background;69;A photo of <|woman_1|> taking a picture of <|man_1|> with a camera., on a colorful basketball court, Ultra HD quality.;woman;man;A photo of <|woman_1|> taking a picture of a man with a camera..;A photo of <|man_1|> being taken a picture of by a woman with a camera.
hard;action+background;70;A photo of <|man_1|> taking a picture of <|woman_1|> with a camera., in a reading room, Ultra HD quality.;man;woman;A photo of <|man_1|> taking a picture of a woman with a camera..;A photo of <|woman_1|> being taken a picture of by a man with a camera.
hard;action+background;71;A photo of <|man_1|> taking a picture of <|woman_1|> with a camera., in a cozy living room, Ultra HD quality.;man;woman;A photo of <|man_1|> taking a picture of a woman with a camera..;A photo of <|woman_1|> being taken a picture of by a man with a camera.
hard;action+background;72;A photo of <|man_1|> following <|woman_1|> down a street, in a modern living room, Ultra HD quality.;man;woman;A photo of <|man_1|> following a woman down a street.;A photo of <|woman_1|> being followed down a street by a man.
